regimen,alternate_name,regimen_type,cancers
Mycophenolate mofetil monotherapy,Mycophenolate mofetil monotherapy,Relapsed or refractory,Immune_thrombocytopenia_(ITP)
Necitumumab monotherapy,Necitumumab monotherapy,Maintenance after first-line therapy,Non-small_cell_lung_cancer
Neratinib & Paclitaxel,Neratinib & Paclitaxel,Neoadjuvant chemotherapy,Breast_cancer_HER2-positive
Neratinib monotherapy,Neratinib monotherapy,All lines of therapy,"ERBB2_(HER2),ERBB3_(HER3)"
Nilotinib monotherapy,Nilotinib monotherapy,Maintenance after upfront therapy,"B-cell_acute_lymphoblastic_leukemia_Ph-positive,Systemic_mastocytosis,Hypereosinophilic_syndrome,Chronic_myelogenous_leukemia"
Nimustine & RT,Nimustine  and  RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine+RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine / RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine/RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine & RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine and RT,"Adjuvant therapy, standard patients",Glioblastoma
Nimustine & RT,Nimustine + RT,"Adjuvant therapy, standard patients",Glioblastoma
Niraparib monotherapy,Niraparib monotherapy,Maintenance after second-line therapy for platinum-sensitive disease,Ovarian_cancer
Nivolumab monotherapy,Nivolumab monotherapy,"Metastatic disease, subsequent lines of therapy","Non-small_cell_lung_cancer,Renal_cell_carcinoma,Small_cell_lung_cancer,Gastric_cancer,Hepatocellular_carcinoma,Anal_cancer,Head_and_neck_cancer,Hodgkin_lymphoma,Melanoma"
Nordic FLOX,Nordic FLOX,"Advanced or metastatic disease, first-line",Colon_cancer
Nordic FLOX,FLOX,"Advanced or metastatic disease, first-line",Colon_cancer
O-CHOP,O-CHOP,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
O-CHOP,OCHOP,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
O-CHOP,O/CHOP,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
O-ESHAP,O-ESHAP,"Relapsed or refractory, all lines of therapy",Hodgkin_lymphoma
O-ESHAP,OESHAP,"Relapsed or refractory, all lines of therapy",Hodgkin_lymphoma
O-ESHAP,O/ESHAP,"Relapsed or refractory, all lines of therapy",Hodgkin_lymphoma
O-FC,OFC,"First-line therapy, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
O-FC,O/FC,"First-line therapy, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
O-FC,O-FC,"First-line therapy, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
O-miniCHOP,OminiCHOP,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
O-miniCHOP,O-miniCHOP,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
O-miniCHOP,O/miniCHOP,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
OEPA,OEPA,"Untreated, pediatric",Hodgkin_lymphoma
OFAR,OFAR,"Relapsed or refractory, non-randomized or retrospective data","Chronic_lymphocytic_leukemia_(CLLSLL),Transformed_lymphoma"
OLF,FLO,"Metastatic or locally advanced disease, first-line","Gastric_cancer,Pancreatic_cancer"
OLF,OLF,"Metastatic or locally advanced disease, first-line","Gastric_cancer,Pancreatic_cancer"
OPPA,OPPA,"Untreated, pediatric",Hodgkin_lymphoma
OXAFAFU,OXAFAFU,"Advanced or metastatic disease, first-line",Colon_cancer
Obinutuzumab monotherapy,Obinutuzumab monotherapy,"First-line therapy, randomized data","Follicular_lymphoma,Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
Ofatumumab monotherapy,Ofatumumab monotherapy,Consolidation and/or maintenance after first-line therapy,"Follicular_lymphoma,Chronic_lymphocytic_leukemia_(CLLSLL),Waldenstrom_macroglobulinemia,Diffuse_large_B-cell_lymphoma"
Olaparib monotherapy,Olaparib monotherapy,"Advanced or metastatic disease, all lines of therapy","Ovarian_cancer,Prostate_cancer,Pancreatic_cancer,Breast_cancer_BRCA-mutated"
Osimertinib monotherapy,Osimertinib monotherapy,"Non-small cell lung cancer, EGFR-mutated, all lines of therapy","CNS_carcinoma,Non-small_cell_lung_cancer_EGFR-mutated"
Ox-P,Ox/P,"Relapsed or refractory, non-randomized or retrospective data",Marginal_zone_lymphoma
Ox-P,Ox-P,"Relapsed or refractory, non-randomized or retrospective data",Marginal_zone_lymphoma
Ox-P,OxP,"Relapsed or refractory, non-randomized or retrospective data",Marginal_zone_lymphoma
Oxaliplatin & Bevacizumab,Oxaliplatin & Bevacizumab,Subsequent lines of therapy,Testicular_cancer
Oxaliplatin monotherapy,Oxaliplatin monotherapy,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
PAC,PAC,Neoadjuvant therapy for borderline resectable disease,Thymoma
PAC,CAP,Neoadjuvant therapy for borderline resectable disease,Thymoma
PAD,PAd,"First-line therapy (including transplant ineligible), randomized data","Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction"
PAD,BDD,"First-line therapy (including transplant ineligible), randomized data","Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction"
PAD,VAD,"First-line therapy (including transplant ineligible), randomized data","Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction"
PAD,PAD,"First-line therapy (including transplant ineligible), randomized data","Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction"
PCE,PCE,All lines of therapy,Adenocarcinoma_of_unknown_primary
PCF,PCF,Neoadjuvant induction therapy,"SCC_of_unknown_primary,Head_and_neck_cancer,Esophageal_cancer,Penile_cancer"
PCO,PCO,"First-line therapy, non-randomized or retrospective data",Chronic_lymphocytic_leukemia_(CLLSLL)
PCP,PCP,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
PCR,PCR,"First-line therapy, non-randomized or retrospective data","Follicular_lymphoma,Chronic_lymphocytic_leukemia_(CLLSLL),Marginal_zone_lymphoma,Waldenstrom_macroglobulinemia"
PCV,PCV,Adjuvant therapy,"Low-grade_glioma,Glioblastoma,Anaplastic_glioma"
PGC,PGC,Adjuvant chemotherapy,Bladder_cancer
PGC,PCG,Adjuvant chemotherapy,Bladder_cancer
PVAG,PVAG,"Untreated, elderly",Hodgkin_lymphoma
PVD,PVD,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
PVeBV,VBEP,Upfront therapy for disseminated disease,Testicular_cancer
PVeBV,PVeBV,Upfront therapy for disseminated disease,Testicular_cancer
Paclitaxel & Bevacizumab,Paclitaxel & Bevacizumab,"Relapsed or recurrent disease, platinum-resistant",Ovarian_cancer
Paclitaxel & Pazopanib,Paclitaxel & Pazopanib,"Relapsed or recurrent disease, platinum-resistant",Ovarian_cancer
Paclitaxel & RT,Paclitaxel+RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel/RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel and RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel / RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel  and  RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel & RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & RT,Paclitaxel + RT,Induction chemoradiotherapy,"Head_and_neck_cancer,Bladder_cancer"
Paclitaxel & Ramucirumab,Paclitaxel & Ramucirumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Gastric_cancer,Esophageal_cancer"
Paclitaxel & Topotecan,Paclitaxel & Topotecan,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
Paclitaxel monotherapy,Paclitaxel monotherapy,"Locally advanced or metastatic disease, subsequent lines","Vulvar_cancer,Vascular_sarcoma,Endometrial_cancer,Small_cell_lung_cancer,Gastric_cancer,Breast_cancer_triple_negative,Ovarian_cancer,Penile_cancer,Bladder_cancer,Cervical_cancer,Esophageal_cancer,Melanoma"
"Paclitaxel monotherapy, dose-dense (q2wk)","Paclitaxel monotherapy, dose-dense (q2wk)",Neoadjuvant chemotherapy,Breast_cancer
"Paclitaxel monotherapy, dose-dense (q2wk)",ddT,Neoadjuvant chemotherapy,Breast_cancer
"Paclitaxel monotherapy, weekly","Paclitaxel monotherapy, weekly",Neoadjuvant chemotherapy,Breast_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP&Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP and Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TPBev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP+Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab","Paclitaxel, Topotecan, Bevacizumab","Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP / Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP & Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, Topotecan, Bevacizumab",TP/Bev,"Persistent, recurrent, or metastatic disease, first-line therapy",Cervical_cancer
"Paclitaxel, nanoparticle albumin-bound monotherapy","Paclitaxel, nanoparticle albumin-bound monotherapy","Locally advanced or metastatic disease, subsequent lines","Pancreatic_cancer,Gastric_cancer,Ovarian_cancer,Bladder_cancer,Breast_cancer,Melanoma"
Panitumumab monotherapy,Panitumumab monotherapy,"Advanced or metastatic disease, subsequent lines of therapy","Colon_cancer_KRAS_wild-type,Penile_cancer"
Panobinostat & Rituximab,Panobinostat & Rituximab,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
Panobinostat monotherapy,Panobinostat monotherapy,"Relapsed or refractory, further lines of therapy","Hodgkin_lymphoma,Waldenstrom_macroglobulinemia,Diffuse_large_B-cell_lymphoma"
Pazopanib monotherapy,Pazopanib monotherapy,Metastatic or unresectable disease,"Soft_tissue_sarcoma,Ovarian_cancer,Gastrointestinal_stromal_tumor,Thyroid_cancer,Renal_cell_carcinoma"
Peginterferon alfa-2a monotherapy,Peginterferon alfa-2a monotherapy,First-line therapy,"Essential_thrombocythemia,Polycythemia_vera,Hypereosinophilic_syndrome"
Peginterferon alfa-2b monotherapy,Peginterferon alfa-2b monotherapy,Adjuvant therapy,Melanoma
Pembrolizumab monotherapy,Pembrolizumab monotherapy,"Metastatic disease, subsequent lines of therapy","Hodgkin_lymphoma,Non-small_cell_lung_cancer,Merkel_cell_carcinoma,Primary_mediastinal_B-cell_lymphoma,Endometrial_cancer,Gastric_cancer,Hepatocellular_carcinoma,Bladder_cancer,Cholangiocarcinoma,Anal_cancer,MSI-H_or_dMMR,Transformed_lymphoma,Head_and_neck_cancer,Cervical_cancer,Melanoma"
Pemetrexed & Bevacizumab,Pemetrexed & Bevacizumab,"Advanced or metastatic disease, first-line, elderly or poor performance status",Non-small_cell_lung_cancer
Pemetrexed monotherapy,Pemetrexed monotherapy,"Locally advanced or metastatic disease, subsequent lines","Ovarian_cancer,Mesothelioma,Bladder_cancer,Cervical_cancer,Non-small_cell_lung_cancer"
Pentostatin monotherapy,Pentostatin monotherapy,Untreated,Hairy_cell_leukemia
Pertuzumab & Trastuzumab,Pertuzumab & Trastuzumab,Maintenance for metastatic or unresectable disease,"ERBB2_(HER2),Breast_cancer_HER2-positive"
Pipobroman monotherapy,Pipobroman monotherapy,"Relapsed, refractory, or intolerant",Polycythemia_vera
Pirarubicin monotherapy,Pirarubicin monotherapy,Intravesical chemotherapy,Bladder_cancer
Pixantrone monotherapy,Pixantrone monotherapy,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
PomCyDex,PomCyDex,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
PomCyDex,PCD,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
Pomalidomide & Dexamethasone,Pomalidomide & Dexamethasone,Relapsed or refractory,"Light-chain_(AL)_amyloidosis,Multiple_myeloma_relapsedrefractory"
Pomalidomide & Prednisone,Pomalidomide & Prednisone,Maintenance after second-line therapy,"Myelofibrosis,Multiple_myeloma_relapsedrefractory"
Pomalidomide monotherapy,Pomalidomide monotherapy,"Relapsed or refractory, randomized data","Myelofibrosis,Multiple_myeloma_relapsedrefractory"
"Pomalidomide, Dexamethasone, Daratumumab","Pomalidomide, Dexamethasone, Daratumumab","Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
Ponatinib monotherapy,Ponatinib monotherapy,Relapsed or refractory,"B-cell_acute_lymphoblastic_leukemia_Ph-positive,Chronic_myelogenous_leukemia"
Pralatrexate monotherapy,Pralatrexate monotherapy,Relapsed or refractory,"Cutaneous_T-cell_lymphoma,Peripheral_T-cell_lymphoma"
Prednisolone monotherapy,Prednisolone monotherapy,"Acquired hemophilia A, all lines of therapy",Acquired_coagulopathy
Prednisone monotherapy,Prednisone monotherapy,"Acquired hemophilia A, all lines of therapy","Acquired_coagulopathy,Myelofibrosis,Immune_thrombocytopenia_(ITP)"
Procarbazine monotherapy,Procarbazine monotherapy,Consolidation and/or maintenance after upfront therapy,"Glioblastoma,CNS_lymphoma"
R-BAC,RBAC,"Relapsed or refractory, non-randomized or retrospective data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma"
R-BAC,R-BAC,"Relapsed or refractory, non-randomized or retrospective data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma"
R-BAC,R/BAC,"Relapsed or refractory, non-randomized or retrospective data","Chronic_lymphocytic_leukemia_(CLLSLL),Mantle_cell_lymphoma"
R-BEAM,R/BEAM,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
R-BEAM,R-BEAM,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
R-BEAM,RBEAM,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
R-BL,R-BL,"Untreated, non-randomized or retrospective data","Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-BL,R/BL,"Untreated, non-randomized or retrospective data","Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-BL,RBL,"Untreated, non-randomized or retrospective data","Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CDOP,R-CDOP,"Untreated, non-randomized or retrospective data","HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CDOP,RCDOP,"Untreated, non-randomized or retrospective data","HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CDOP,DRCOP,"Untreated, non-randomized or retrospective data","HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CDOP,R/CDOP,"Untreated, non-randomized or retrospective data","HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CEOP90 (Epirubicin),R-CEOP90 (Epirubicin),"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-CEOP90 (Epirubicin),RCEOP90,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-CEOP90 (Epirubicin),R-CEOP90,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-CEOP90 (Epirubicin),R/CEOP90,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-CHOEP-14,RCHOEP14,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
R-CHOEP-14,R/CHOEP/14,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
R-CHOEP-14,R-CHOEP-14,"Untreated, randomized data",Diffuse_large_B-cell_lymphoma
R-CHOP,R/CHOP,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,R-CHOP-21,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,CHOP/R,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,RCHOP,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,RCHOP21,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,R-CHOP,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,CHOP-R,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,CHOPR,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP,R/CHOP/21,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Follicular_lymphoma,Mantle_cell_lymphoma,HIV-associated_lymphoma,Diffuse_large_B-cell_lymphoma,Marginal_zone_lymphoma,Post-transplant_lymphoproliferative_disorder,Waldenstrom_macroglobulinemia"
R-CHOP-14,RCHOP14,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CHOP-14,R-CHOP-14,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CHOP-14,R/CHOP/14,"Untreated, randomized data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Diffuse_large_B-cell_lymphoma"
R-CHVP+I,R-CHVP & I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,RCHVPI,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVP and I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVP/I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVP / I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,RCHVP+I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R/CHVP+I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVPI,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVP+I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CHVP+I,R-CHVP&I,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-CMD,R-CMD,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
R-CMD,R/CMD,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
R-CMD,RCMD,"Advanced disease, first-line therapy, non-randomized or retrospective data",Follicular_lymphoma
R-CODOX-M,R-CODOX-M,Upfront therapy,HIV-associated_lymphoma
R-CODOX-M,RCODOXM,Upfront therapy,HIV-associated_lymphoma
R-CODOX-M,R/CODOX/M,Upfront therapy,HIV-associated_lymphoma
R-CODOX-M/R-IVAC,R-CODOX-M/R-IVAC,Upfront therapy,HIV-associated_lymphoma
R-CP,R/CP,All lines of therapy,Post-transplant_lymphoproliferative_disorder
R-CP,R-CP,All lines of therapy,Post-transplant_lymphoproliferative_disorder
R-CP,RCP,All lines of therapy,Post-transplant_lymphoproliferative_disorder
R-CVEP,RCVEP,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-CVEP,R-CVEP,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-CVEP,R/CVEP,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-CVP,RCVP,"Advanced disease, first-line therapy, randomized data","Hodgkin_lymphoma_nodular_lymphocyte-predominant,Follicular_lymphoma,Mantle_cell_lymphoma,Marginal_zone_lymphoma"
R-CVP,R-CVP,"Advanced disease, first-line therapy, randomized data","Hodgkin_lymphoma_nodular_lymphocyte-predominant,Follicular_lymphoma,Mantle_cell_lymphoma,Marginal_zone_lymphoma"
R-CVP,R/CVP,"Advanced disease, first-line therapy, randomized data","Hodgkin_lymphoma_nodular_lymphocyte-predominant,Follicular_lymphoma,Mantle_cell_lymphoma,Marginal_zone_lymphoma"
R-DHAC,R-DHAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAC,RDHAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAC,R/DHAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAOx,RDHAOx,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAOx,R-DHAOx,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAOx,R/DHAOx,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-DHAP,R-DHAP,"First-line therapy, non-randomized or retrospective data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Transformed_lymphoma"
R-DHAP,R/DHAP,"First-line therapy, non-randomized or retrospective data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Transformed_lymphoma"
R-DHAP,RDHAP,"First-line therapy, non-randomized or retrospective data","Primary_mediastinal_B-cell_lymphoma,Mantle_cell_lymphoma,Transformed_lymphoma"
R-DexaBEAM,RDexaBEAM,"Relapsed or refractory, non-randomized or retrospective data",Follicular_lymphoma
R-DexaBEAM,R-DexaBEAM,"Relapsed or refractory, non-randomized or retrospective data",Follicular_lymphoma
R-DexaBEAM,R/DexaBEAM,"Relapsed or refractory, non-randomized or retrospective data",Follicular_lymphoma
R-EPOCH,R/EPOCH,Untreated,"Hodgkin_lymphoma_nodular_lymphocyte-predominant,Transformed_lymphoma"
R-EPOCH,R-EPOCH,Untreated,"Hodgkin_lymphoma_nodular_lymphocyte-predominant,Transformed_lymphoma"
R-EPOCH,REPOCH,Untreated,"Hodgkin_lymphoma_nodular_lymphocyte-predominant,Transformed_lymphoma"
"R-EPOCH, dose-escalated",R/EPOCH,Upfront therapy,HIV-associated_lymphoma
"R-EPOCH, dose-escalated",R-EPOCH,Upfront therapy,HIV-associated_lymphoma
"R-EPOCH, dose-escalated","R-EPOCH, dose-escalated",Upfront therapy,HIV-associated_lymphoma
"R-EPOCH, dose-escalated",REPOCH,Upfront therapy,HIV-associated_lymphoma
R-FCM,R-FCM,"Advanced disease, first-line therapy, non-randomized or retrospective data","Follicular_lymphoma,Mantle_cell_lymphoma"
R-FCM,R/FCM,"Advanced disease, first-line therapy, non-randomized or retrospective data","Follicular_lymphoma,Mantle_cell_lymphoma"
R-FCM,RFCM,"Advanced disease, first-line therapy, non-randomized or retrospective data","Follicular_lymphoma,Mantle_cell_lymphoma"
R-FM,FMR,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FM,R/FM,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FM,R-FM,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FM,RFM,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FND,RFND,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FND,R/FND,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-FND,R-FND,"Advanced disease, first-line therapy, randomized data",Follicular_lymphoma
R-GDP,RGDP,"Relapsed or refractory, salvage therapy","Primary_mediastinal_B-cell_lymphoma,Transformed_lymphoma"
R-GDP,R-GDP,"Relapsed or refractory, salvage therapy","Primary_mediastinal_B-cell_lymphoma,Transformed_lymphoma"
R-GDP,R/GDP,"Relapsed or refractory, salvage therapy","Primary_mediastinal_B-cell_lymphoma,Transformed_lymphoma"
R-GemOx,R/GemOx,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-GemOx,RGemOx,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-GemOx,R-GemOx,"Relapsed or refractory, further lines of therapy",Diffuse_large_B-cell_lymphoma
R-HiDAC,R/HiDAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-HiDAC,R-HiDAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-HiDAC,RHiDAC,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-IFE,R-IFE,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-IFE,RIFE,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-IFE,R/IFE,"Untreated, non-randomized or retrospective data",Diffuse_large_B-cell_lymphoma
R-INO,RINO,"Relapsed or refractory, further lines of therapy","Follicular_lymphoma,Diffuse_large_B-cell_lymphoma"
R-INO,R/INO,"Relapsed or refractory, further lines of therapy","Follicular_lymphoma,Diffuse_large_B-cell_lymphoma"
R-INO,R-INO,"Relapsed or refractory, further lines of therapy","Follicular_lymphoma,Diffuse_large_B-cell_lymphoma"
R-M-CHOP,R/M/CHOP,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-M-CHOP,RMCHOP,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-M-CHOP,R-M-CHOP,"First-line therapy, non-randomized or retrospective data",Mantle_cell_lymphoma
R-MCP,R/MCP,"Upfront therapy, non-randomized or retrospective data","Follicular_lymphoma,CNS_lymphoma"
R-MCP,R-MCP,"Upfront therapy, non-randomized or retrospective data","Follicular_lymphoma,CNS_lymphoma"
R-MCP,RMCP,"Upfront therapy, non-randomized or retrospective data","Follicular_lymphoma,CNS_lymphoma"
R-MP,R/MP,"Upfront therapy, non-randomized or retrospective data",CNS_lymphoma
R-MP,R-MP,"Upfront therapy, non-randomized or retrospective data",CNS_lymphoma
