subject,report_id,report_date,report_type,id,source,report_text
NCT03343184,221096,2018-10-25T00:00:00Z,Clinical Trial Description,221096,AACT,"
 This is a Treatment clinical trial, randomized, controlled, parallel, double-blinded, with four groups, that aims to evaluate the best application strategy when using a Universal
 Adhesive system, Single Bond Universal (3M ESPE, USA), in self-etch application mode, with or without enamel etching, associated wity a Bulk Fill Composite (Filtek Bulk Fill, 3M ESPE,
 USA), or with a conventional nanofilled composite (Filtek Z350 XT, 3M ESPE). Volunteers will be selected and recruited, following inclusion criteria and pre-established exclusion. All volunteers will be informed and sign a term of clarification and consent. All 50 enrolled patients will receive 200 Class I or Class II dental restorations, made in four different ways, one from each experimental group, using the same universal self-etching adhesive system, with two application strategies, under the restorations that will use two different composites, a bulk fill composite, used in the bulk strategie, or a nanofiiled composite, used in the traditional incremental strategie. All patients must have at only 20 teeth in function, must have at only 4 carious lesion in occlusal or proximo-occlusal face in posterior teeth or old restorations in the same faces, with problems, that need to be changed. Those lesions must be more than 2 mm deep, should have exposed dentin, and must have at only 50% of margins in enamel. Teeth should not present periodontal mobility. Firstly, the patient will be anesthetized locally with 3% Mepivacaine solution, followed by prophylaxis with pumice powder and water. All cavities will be washed and dried after these procedures for optimal selection of color, using a color scale. Then, the rubber dam isolation of the teeth to be restored will be held. Occlusal or Proximo-occlusal lesions will receive the selected adhesive system in 2 different protocols separated by groups. Group Self Etching and
 Bulk Fill (SETB): no conditioning, the adhesive system will be used in 50 teeth, according to the manufacturer's instructions, in the self-etching mode. The adhesive system will be brushed during 20 seconds in the cavity, will be air-dried during 5 seconds, and phtoactivated during 10 seconds with Light Emission Diode (LED) light. Then, the Filtek Bulk
 Fill composite will be used in increments of 4 mm, using the bulk restoration technique, and photoactivated for 40 seconds; Group Selective enamel etching and Bulk Fill (SEEB): 37% phosphoric acid will be applied during 30 seconds, only in enamel in 50 teeth. This acid will be removed using water, the cavity will be air-dried, and then, the adhesive will be applied according to the manufacturer's instructions, as described in group SETB. Restorations will also be made as described in group SETB; Group Self Etching and Filtek Z350XT (SETI): no conditioning, the adhesive system will be used in 50 teeth, according to the manufacturer's instructions, in the self-etching mode. The adhesive system will be brushed during 20 seconds in the cavity, will be air-dried during 5 seconds, and phtoactivated during 10 seconds with
 Light Emission Diode (LED) light. Then, the Filtek Z350XT composite will be used in increments of no more than 2 mm, using the incremental restoration technique, and each increment will be photoactivated for 40 seconds.; Group Selective enamel etching and Filtek
 Z350XT (SEEI): 37% phosphoric acid will be applied during 30 seconds, only in enamel in 50 teeth. This acid will be removed using water, the cavity will be air-dried, and then, the adhesive will be applied according to the manufacturer's instructions, as described in group
 SETI. Restorations will also be made as described in group SETI. Total time used in the restorations will be evaluated during the restorations. Immediate post-operative tooth sensitivity will be evaluated after one week. Restorations will be evaluated every 6 months for pain assessment, shape, fractures, staining or recurrent caries, using scores. To determine in which group each tooth will be enrolled, the authors will randomize the teeth."
NCT03341806,221160,2018-10-25T00:00:00Z,Clinical Trial Description,221160,AACT,"
 This is an open label, non-randomized Phase I study of intravenous avelumab every 2 weeks to be administered after real-time MRI-guided LITT therapy for patients with a first recurrence of a glioblastoma.
 The primary objective of the study is to characterize the tolerability and safety profile of avelumab in combination with MRI guided LITT administered to patients diagnosed with recurrent GBM.
 Part A, the initial cohort of patients will be treated with intravenous avelumab alone. Part
 B, patients will receive avelumab in combination with MRI-guided LITT to characterize the tolerability and safety of the combined treatment."
NCT03348982,220803,2018-10-25T00:00:00Z,Clinical Trial Description,220803,AACT,"
 Sleep disturbance is commonly found in children with autism spectrum disorder (ASD) and is often accompanied with family distress. Disturbed sleep may exacerbate the core symptoms of
 ASD including stereotypic behaviors, social interactions, and health problems. Therefore, it is important to develop effective intervention strategies to ameliorate the sleep disturbance in children with ASD. Traditionally, behavioral interventions and supplemental melatonin medication are used to improve their sleep quality. However, poor sustainability of behavioral intervention effects and use of other medications (e.g. antidepressants and stimulants) that metabolize melatonin may degrade the effectiveness of these interventions.
 Alternatively, previous research supported physical activity intervention as an effective treatment on sleep disturbance for typically developing children who suffered from sleep disturbance. It is therefore natural to extend the study to examine whether such intervention is also effective in children with ASD. This study aims to investigate whether physical activity intervention would be effective to improve sleep quality in children with ASD.
 Moreover, how physical activity impacts on sleep in children with ASD through melatonin-mediated mechanism model will also be investigated. According to this mechanism model, it is suggested that physical activity could affect circadian rhythm through altering melatonin level. Melatonin is generally lower in ASD children than in their typically developing counterparts and supplemental melatonin medication is often used to treat the sleep disturbance in this population. This study is a parallel-group randomized controlled trial comparing a 12-week jogging intervention and a control group receiving standard care in 32 children with ASD. The changes of four sleep parameters (sleep onset latency; sleep efficiency, wake after sleep onset and sleep duration) through objective actigraphic assessment and parental sleep logs will be monitored. To measure melatonin level, all participants will be instructed to collect a 24-h urinary sample. 6-sulfatoxymelatonin, a creatinine-adjusted morning urinary melatonin and representative for melatonin level, will be measured from the collected urine sample. All the assessments will be carried out before the intervention (T1), immediately after the 12 weeks of physical activity intervention or regular treatment (T2), and 12 weeks after post-intervention (T3) for examination of sustained intervention effect. The findings of this proposed study can provide information on the mechanism pathway that physical activity impacts on sleep in children with ASD, which will contribute to the design of an effective intervention to improve sleep quality for children with ASD."
NCT03348189,220846,2018-10-25T00:00:00Z,Clinical Trial Description,220846,AACT,"
 The primary objective of this study is to evaluate the %SpO2 accuracy of a combined pulse oximetry system which consists of a Nonin sensor ), an adaptor cable, and an oximetry system during non-motion conditions."
NCT03347877,220866,2018-10-25T00:00:00Z,Clinical Trial Description,220866,AACT,"
 Autologous osteo-periosteal cylinder graft surface is a periosteal structure, with the ability of repairment to cartilage, periosteum is closely connected to the cortical bone, then the deep loose cancellous bone.The objective of the study is to evaluate the clinical efficacy of autologous osteo-periosteal cylinder graft transplantation for Hepple V osteochondral lesions of the talus by randomized controlled trial. 70 patients with clinically diagnosed Hepple V talus osteochondral lesions according to 1: 1 were divided into experimental group and control group. The experimental group will be treated with autologous osteo-periosteal cylinder graft transplantation under arthroscopy. The control group will be treated with autologous osteochondral graft under arthroscopy. The patients will be treated by the same surgeon in this study group. Postoperative MRI MOCART evaluation, clinical AOFAS score, VAS score, Tegner score, and the secondary arthroscopy ICRS score will be selected as the measures of outcome. The incidence of adverse events will be recorded."
NCT03347617,220882,2018-10-25T00:00:00Z,Clinical Trial Description,220882,AACT,"
 PRIMARY OBJECTIVES:
 I. Determine the sensitivity and specificity of relative cerebral blood volume (rCBV) measured by steady state MRI with ferumoxytol in identifying true versus (vs) pseudoprogression in melanoma patients with brain metastases that receive pembrolizumab with standard of care stereotactic radiosurgery. (Arm 1) II. Determine the sensitivity and specificity of relative cerebral blood volume (rCBV) measured by steady state MRI with ferumoxytol in identifying true vs pseudoprogression in patients with newly diagnosed glioblastoma multiforme (GBM) receiving pembrolizumab with standard of care chemo-radiation. (Arm 2)
 SECONDARY OBJECTIVES:
 I. Determine the safety and toxicity of pembrolizumab when used in combination with standard of care stereotactic radiation (arm 1) and chemo radiation (arm 2).
 II. Determine the progression free survival (PFS), overall survival (OS), clinical response and duration of best response for each arm.
 TERTIARY OBJECTIVES:
 I. Compare the immune response as determined by the volume, pattern and intensity of delayed (24 hour [hr]) ferumoxytol uptake between subjects who develop true vs pseudoprogression.
 II. Investigate the serum immunological parameters (serum biomarker) and correlate clinical as well as radiological response with systemic immune response to pembrolizumab as measured by immunological panel.
 III. Compare the changes in PDL-1 expression in the biopsy tissue before and after therapy at the time of progression and correlate PD-L1 expression with response rates and survival.
 IV. Investigate the feasibility of measuring vascular volume fraction (VVF), vessel size index (VSI) and vessel density index (VDI) as surrogate for response (true vs pseudoprogression, as determined by Response Evaluation Criteria in Solid Tumors [RECIST] 1.1 and immune related response criteria [irRC]).
 OUTLINE:
 Patients receive pembrolizumab intravenously (IV) over 30 minutes on day 1. Treatment repeats every 3 weeks for up to 2 years or 35 courses in the absence of disease progression or unacceptable toxicity. Patients also receive ferumoxytol IV and undergo MRI scans at baseline, 4 weeks after the last day of standard of care stereotactic radiosurgery or chemoradiotherapy, at suspected radiographic progression, and within 4 weeks from suspected radiographic progression.
 After completion of study treatment, patients are followed up at 30 days, every 12 weeks for up to 1 year, and then every 6 months thereafter."
NCT03353181,220599,2018-10-25T00:00:00Z,Clinical Trial Description,220599,AACT,"
 The management unresectable malignant hilar biliary strictures is still very difficult in spite of the rapid development of new endoscopic devices.The application of stent (plastic or metallic) has allowed us to achieve successful drainage. However,there are many complications related to the placement of stents,such as cholangitis,high rate of re-intervention,and so on. The application of endoscopic cutting technique is considered to reduce these complication."
NCT03353090,220604,2018-10-25T00:00:00Z,Clinical Trial Description,220604,AACT,"
 Images are interpreted by two nuclear medicine physicians in a 3-step procedure and by consensus. Firstly,only WBS planar images are considered. Secondly, a single-bed SPECT/CT chosen based on planar images is used if WBS demonstrated any equivocal or suspicious uptake.
 Finally, WBS and double-bed SPECT/CT images are used for interpretation.
 A per-lesion, a per-anatomical region and a per-patient analysis is performed. At each step, lesions, regions and diagnostic conclusions are classified using a 3-level scale, as negative for malignancy, equivocal or suspicious for metastasis"
NCT03351816,220660,2018-10-25T00:00:00Z,Clinical Trial Description,220660,AACT,"
 This is a prospective, observational, multicentre study of patients with paroxystic or persistent atrial fibrillation scheduled to undergo cardioversion or ablation of AF in routine practice. Serum levels of MR proANP and ST2 pre-procedure will be measured to attempt to identify a threshold that carries prognostic value for procedural success (maintenance of sinus rhythm at one year)."
NCT03345732,220965,2018-10-25T00:00:00Z,Clinical Trial Description,220965,AACT,"
 This is a prospective, observational study in patients undergoing head and neck surgery with reconstruction. Patients will be identified preoperatively by the participating surgeons.
 Eligible patients will be >18 years of age with head and neck oncologic or traumatic reconstructive needs requiring surgical reconstruction of the soft tissues or bony structures of the head and neck who consent to use of ICG and the SPY System intraoperatively. Defect types to be included in the study are any hypopharyngeal defect (i.e. Total laryngectomy, total laryngectomy with partial pharyngectomy), tracheal defects, oral cavity defects at risk for devascularized mucosa, or large skin defects requiring rotation-advancement flaps for closure. Donor types to be included are pedicled locoregional muscle flaps including pectoralis muscle flaps, cervicofacial skin advancement flaps, infrascapular and suprascapular flaps, and any free flap used to reconstruct the defects mentioned previously."
NCT03344952,221003,2018-10-25T00:00:00Z,Clinical Trial Description,221003,AACT,"
 It is generally agreed that children with CP reach their gross motor potential by the age of 3.5-5 and a child or young person over the age of 5 years will not improve their GMFCS level.
 BoNT-A is an important treatment in children with CP because it is safe in young children and allows combined treatment. The reduction in muscle tone by this selective treatment provides an opportunity to allow and optimize the effects of other treatments including orthoses, casting, conventional therapies and activity based functional trainings. For this reason,
 BoNT-A injections are always combined with other therapies in Kocaeli University Department of PMR and Izmit Rehabilitation Center. Adjunctive treatments in this department consists of serial casting, orthotics, physical therapy, occupational therapy, cognitive rehabilitation, special educational programs, non invasive brain stimulation with transcranial direct current, neurofeedback, biofeedback, electrical stimulation and other physical therapy modalities, activity based models including functional ambulatory training, constraint induced therapy, bilateral therapy, hippotherapy, music therapy by singing or playing percussive instruments or moving and dancing to music, and robotic rehabilitation.
 Individualized intensive combined treatment plan was applied by an appropriate neurorehab team to each patient within the department as a half day or full day program usually for 3 weeks starting 1 week or 10 days after BONT-A injections. In thıs retrospective, monocenter, observational study a software database program will be developed and all the present data about the demographic and clinic properties of the patients, all information about BoNT-A injections including safety and applied adjunctive treatments will be entered and reviewed."
NCT03344562,221026,2018-10-25T00:00:00Z,Clinical Trial Description,221026,AACT,"
 The purpose of this study is to determine if CES is a reasonable first line alternative to the current standard of care (SOC) which relies on the use of trazodone for patients with subacute stroke. This objective will be answered by addressing the following:
 • Specific Aim 1: To determine if stroke patients with insomnia who receive CES treatment sleep more hours than stroke patients treated with sham CES.
 Hypothesis: Stroke patients with insomnia who are treated with CES will accumulate more sleeping hours than patients who are treated with sham CES.
 • Specific Aim 2: To determine if stroke patients with insomnia who receive CES treatment have better sleep efficiency than stroke patients treated with sham CES.
 Hypothesis: Stroke patients with insomnia who are treated with CES will demonstrate significantly better sleep efficiency than stroke patients treated with shame CES.
 Our study will take place at Zale Lipshy Hospital in Dallas, TX. The study will enroll 85 stroke patients who score 7 or higher on the Insomnia Severity Scale. Patients will be randomized to a control group or CES treatment group. Patients will receive CES or sham CES for 7 days after a 24-hour washout period. Objective and subjective sleep assessments will be conducted daily during the 7-day study period. Endpoints will be total time spent sleeping, sleep efficiency and daytime drowsiness.
 The known risks of CES are minimal and mild in nature. They include potential for headache, irritation at the site of electrode placement and dizziness. These adverse reactions are rare and in most cases there are no immediate or delayed side effects.
 This randomized controlled trial is designed to meet two study objectives related to quality of sleep and daytime drowsiness.
 Demographic data will be collected from the hospital record and will include age, gender, type of stroke, self-reported history of insomnia or other sleep disorder, prior use of sleep medications, in-hospital use of sleep medications, co-morbid medical conditions.
 Patients admitted to inpatient rehabilitation (IPR) who consent to the study will undergo an overnight washout period before initiation of CES or sham treatment. This allows for any sleep medication they might have received while in acute care to be metabolized and leave their system. On their admission day, day 0 (d0) patients will be asked if they want to participate in our study. If they choose to participate and meet medical inclusion criteria, they will be tested with ISI. Patients who meet the full criteria will not receive sleep medication or CES on their first night.
 The study will begin on day 1 (d1) with the patient receiving 20 minutes of CES/sCES in the morning. This time will be distraction free without the entrance of laboratory technicians, nurses, housekeeping or other staff members. When this period is complete, they will participate in usual care. At midday they will be asked to complete the Karolinska Sleepiness
 Scale (KSS). Between the hours of 6pm and 8pm, they will receive their second daily treatment with CES/sCES in a distraction free environment. The patient will wear the actigraph throughout the study. This procedure will be repeated for 7 treatment days. All procedures will be carried out by research team members or a trained nurse.
 The intensity of the CES will begin on setting 2, standard setting recommended by the device manufacturer, and the patient will have the option to increase the intensity to setting 3 on the second treatment day if they feel they did not receive any benefit from the device.
 If the patient does not feel they are getting adequate sleep the patient may choose to opt out of CES/sCES treatment and receive the standard of care medication for the remainder of the study. Patients who choose the SOC rescue will continue to be monitored with the actigraph. A patient may choose to leave the study at any time.
 We will collect information on side effects for the CES treatment during the 7 days of the study.
 Methods of assigning patients to treatment groups and blinding Patients will be randomized to the active or sham treatment group using an online randomizer, Research randomizer (www.randomizer.org). A list of random numbers will be generated prior to the study. Patients will be assigned a random number in the order that the generator produces. All even patients will be assigned to the control group; odd numbered patients will be assigned to the treatment group.
 Procedural responsibilities and oversight Nursing staff will be educated how to administer the CES and asked to help distribute and collect the Karolinska Sleepiness Scale questionnaire. Photos of proper placement and instructions will be posted in subjects' rooms for reference. Researchers affiliated with this project will apply and remove the actigraph watches and be responsible for data acquisition, cleaning and charging of the devices.
 Researchers affiliated with the study will be responsible for ensuring CES is delivered to the appropriate patients on the days required per protocol.
 We will use verbal recruitment process for the study. The attending and resident physicians will be educated about the study and asked to identity patients who may be appropriate. A member of the research team will explain the risks, benefits and rationale for the study to patients who meet inclusion criteria. Patients will be enrolled when they arrive on the rehabilitation floor if they choose to participate. Consent will be attained via a written document in the subject's primary language (English or Spanish).
 The research team will protect subjects' privacy by conducting all study related verbal interactions with the subject in a closed room, such as the patient's room. For confidentiality, each subject screened will be assigned a unique identification number (ID#).
 Subjects will only be identified by the unique ID # in the data. No demographic data or personal information will be used to identify subjects. This unique ID# will be linked to subject name and will be kept in a locked file cabinet, accessible only to the research team.
 Only the research team will have access to the data. All data for presentations and publications will be reported as mean ± standard error of means. Investigators will educate faculty and residents on each floor about the study to maintain privacy and compliance.
 Sample size was calculated based on several studies that measured the number of hours that subacute rehabilitation patients sleep in an inpatient hospital setting. Alpha levels for error probability were set at .05 for a two-tailed test with 80% power to detect a difference between means of control group compared to CES treatment group.
 Descriptive statistics will be used to determine differences between CES and sCES treatment groups. A T-test will be used to determine if sleep time means differ between groups (p≤
 .05). A chi square analysis will be used to compare data collected from the Karolinska
 Sleepiness Scale. A non-parametric test will be used if data is not able to demonstrate normal distribution."
NCT03358810,220302,2018-10-25T00:00:00Z,Clinical Trial Description,220302,AACT,"
 Randomization will be stratified at each site in a 1:1 fashion. All patients will have the
 Phagenyx® Catheter placed prior to randomization, and will receive either an active treatment of Pharyngeal Electrical Stimulation (PES) or a sham treatment performed by a health care professional (HCP) that is un-blinded to treatment assignment. All other speech pathology standard dysphagia care will be provided by a speech language pathologist (SLP) that is blinded to treatment assignment. Administration of all protocol-specific assessments will be conducted by personnel blinded to treatment assignment.
 The study will follow an adaptive group sequential design with unblinded sample size re-assessment. To ensure 180 evaluable patients with 7-day data and assuming a 20% dropout rate, 225 patients will be enrolled initially. An interim analysis for futility will occur after the first 60 patients complete their 7-day visits and another interim analysis will be performed for efficacy and futility after 120 patients complete their 7-day visits. The total sample size may be increased up to 338 patients after the second interim analysis to ensure up to 270 evaluable patients. Up to 15 investigational centers across the US and possibly
 Europe will participate in this study. The enrollment period is expected to be approximately 24 months and patient participation will last for approximately 11 weeks. Patients will be assessed at the following intervals: baseline, 48 hours, 7 days, 14 days or at discharge, whichever is first, and 11 weeks after completion of the study treatments."
NCT03353077,220605,2018-10-25T00:00:00Z,Clinical Trial Description,220605,AACT,"
 This will be a prospective study, assessing the safety and effectiveness of intratumoral alpha radiation mediated treatment with Alpha DaRT seeds for the treatment of Skin Squamous
 Cell Carcinoma (SCC) tumors.
 Treatment will be delivered through radioactive sources (Alpha DaRT seeds) inserted into the tumors in the skin. This approach combines the advantages of local intratumoral irradiation of the tumor, as used in conventional brachytherapy, with the power of the alpha radiation emitting atoms, that will be introduced in quantities considerably lower than radiation therapy already used in patients.
 Lesions with histopathological diagnosis of squamous cell carcinoma will be studied.
 Reduction in tumor size 30 days after DaRT insertion will be assessed. Safety will be assessed by the incidence, severity and frequency of all Adverse Events (AE)."
NCT03357367,220380,2018-10-25T00:00:00Z,Clinical Trial Description,220380,AACT,"
 At admission eligible patients are proposed to participate. Written consent is signed after complete oral and written explanation of the protocol is signed.
 No register of non-included patients will be kept. In included patients, in parallel to the routine ultrasound investigation for which the patient is referred, microvascular investigation will be performed as explained later in arm description.
 Usual ongoing treatments are obtained by history and recorded. The end of the visit is the end of the participation of the subjects."
NCT03390023,218638,2018-10-25T00:00:00Z,Clinical Trial Description,218638,AACT,"
 This is a qualitative study conducted with Hispanic pregnant women and their families. Focus groups for Hispanic pregnant women will run concurrent to groups for their close family member, but in separate rooms. Each focus group session of approximately 8-10 participants is expected to last 60-90 minutes and will be led by an experienced moderator who is fluent in
 Spanish. All discussions will be audio taped and will be kept confidential. Information learned will be used to refine clinical trial procedures and ensure our model of recruitment and retention in the parent ADORE Trial (NCT02626299) is culturally and linguistically acceptable and feasible."
NCT03390010,218639,2018-10-25T00:00:00Z,Clinical Trial Description,218639,AACT,"
 Many approved drugs are used in prophylaxis against postpartum hemorage from these medications are the (syntocinon combined with methergine ) that are known as active management of labour drugs .
 Moreover there is misotac , that also guards against postpartum hemorage .
 All these medications act in a different way to cause uterine contraction post delivery to prevent uterine atony .
 -Here we are comparing the additive value of misotac intrauterine to syntocinon and methergine in comparison to the usually used syntocinon plus methergine ."
NCT03389594,218660,2018-10-25T00:00:00Z,Clinical Trial Description,218660,AACT,"
 Accuracy Of CBCT affected by many factors. On of the most factors the affect the image quality is voxel size. Larger voxel size give a higher accuracy of the images but with higher radiation dose.
 The study is to assist the accuracy of surgical guides designed from CBCT with different voxel sizes (voxel size 0.4mm & 0.2mm)"
NCT03336983,221417,2018-10-25T00:00:00Z,Clinical Trial Description,221417,AACT,"
 Most men with fatal prostate cancer develop bone metastases and bone is often the dominant or the only site of metastatic disease. Bone metastases are an important cause of morbidity since they are associated with skeletal related events (SREs) including pathologic fractures, spinal cord compression, and need for surgery or radiation therapy to bone.
 Osteoclast-mediated bone destruction is the key pathologic mechanism for SREs in prostate cancer and other malignancies. Zoledronic acid (ZA) is a potent inhibitors of osteoclast-mediated bone resorption. ZA has demonstrated to be effective in preventing SREs in patients with castrate resistant disease; however, its efficacy in hormone naïve disease is uncertain.
 In the last few years new drugs targeting directly the androgen receptor such as Enzalutamide have shown to be very effective in terms of survival prolongation in the management of castration resistant disease and the efficacy in hormone naïve patients is currently under investigation. Interestingly, the results of a large scale, prospective, randomized clinical trial have shown that Enzalutamide administration is also associated with a reduction in the risk of SREs and this raises the question of the usefulness of the addition of bone resorption inhibitors to Enzalutamide.
 The evaluation of bone response of antineoplastic therapies has always been difficult in metastatic bone prostate cancer patients due to their osteoblastic nature. Whole body diffusion-weighted (DW) MRI has been recently proposed as new imaging tool for grading treatment response in patients with skeletal metastases from prostate cancer. According to the literature data DW images can allow the identification of bone marrow infiltration and tumor necrosis induced by treatment. In addition, this technique allows to monitor the bone marrow restoration. This, this technique was selected to evaluate bone response in metastatic prostate cancer patients treated with Enzalutamide with or without Zoledronic Acid in combination with LHRH-A.
 Moreover, since androgen-receptor isoform encoded by splice variant 7 (AR-V7) is an androgens' receptor variant that could have a potential clinical utility as a prognostic factor and predictive marker of therapy response, an ancillary study will be conducted to evaluate ARV7 expression in Circulating Tumor Cells (CTC)."
NCT03336437,221445,2018-10-25T00:00:00Z,Clinical Trial Description,221445,AACT,"
 Women who have undergone menopause almost ubiquitously experience pelvic complaints at some point in the postmenopausal period. This is most commonly vaginal dryness and discomfort during sexual intercourse. From previous studies, we know that as estrogen levels decrease in menopause, changes occur in the local urogenital tract that include thinning of the vaginal epithelium, an increase in pH and an alteration of the composition of the local bacterial community, including a decrease in the typically predominant species of bacteria lactobacilli. In conjunction with declining estrogen levels, a subset of postmenopausal women experience bothersome lower urinary tract symptoms such as burning with urination, urinary urgency, incontinence and recurrent urinary tract infections. These symptoms are commonly underreported, under-treated, and have been associated with reduced quality of life and decreased productivity in menopause. Genitourinary Syndrome of Menopause (GSM) is a term adapted to be more inclusive of these lower urinary tract symptoms in an effort to reduce delays in evaluation and treatment. It remains controversial whether these symptoms relate directly to estrogen deprivation or are part of the natural aging process. Mainstay therapy includes vaginal lubricants and local estrogen therapy. Though treatment with local estrogen improves both vaginal dryness as well as urinary symptoms, the mechanism is not well understood.
 Additionally, there is a subset of women who do not respond to estrogen treatment or have contraindications to estrogen use. Recent research efforts have been exploring the potential role that the microbiome may play in female pelvic discomfort and dysfunction. Unlike the vagina, the bladder has historically been considered to be a sterile environment, with the presence of bacteria implying infection. However, recent research has helped to elucidate that, similar to the skin, vagina and gastrointestinal tract, a resident microbial community or microbiome exists within the female bladder. Disturbances in the urinary microbial community have been correlated with conditions such as painful bladder syndrome, overactive bladder and urge urinary incontinence. These conditions have considerable symptom overlap with those seen in postmenopausal women who are experiencing GSM and may be considered to be on the same continuum.
 Though microbiome research over the last decade has accelerated our understanding of the role that organisms play in health and disease, the urinary microbiome remains poorly defined.
 Data from ongoing research suggests that the urinary microbiome of pre- and postmenopausal women differ, which would suggest that hormone status may play a role in maintaining the microbial milieu. This research has helped us to better understand how the urinary microbiome varies under normal conditions. In order to better understand the role that estrogen plays in maintaining the bladder and vaginal flora, this study aims to characterize the effect of local estrogen on the urinary and vaginal microbiomes (together termed the urogenital microbiome) in postmenopausal women."
NCT03326089,221978,2018-10-25T00:00:00Z,Clinical Trial Description,221978,AACT,"
 The investigators hypothesize that PR service with supplemented oxygen supply regardless of hypoxemia may have significantly better short-term effects in patients with IPF. The study will take place in Corfu General Hospital, by the Departments of Pulmonary Medicine and
 Physiotherapy and Rehabilitation, respectively. Study participants will be divided in two equal arms 1:1 in a double-blind manner. One of the investigators blinded to their clinical data will assign each participant to PR service either i) with constant supplementary oxygen supply FiO2 50% regardless of saturation status Group A) or ii) without oxygen supply unless upon resting or exercise induced hypoxemia (saturation <88%) (Group B)."
NCT03327857,221877,2018-10-25T00:00:00Z,Clinical Trial Description,221877,AACT,"
 This study is a Phase I, single dose, dose-escalation study to study the pharmacokinetics, safety, signs of efficacy, receptor occupancy and pharmacodynamics biomarkers (REG3-alpha and
 ST2 of Neihulizumab in patients with steroid-refractory acute GvHD. Up to 24 patients will be recruited in 4-9 clinical centers in US."
NCT03333642,221582,2018-10-25T00:00:00Z,Clinical Trial Description,221582,AACT,"
 A clinical trial, 1-arm treatment (Duodenal Ileal Interposition with Sleeve Gastrectomy for
 Type 2 Diabetes Mellitus), including 50 research subjects with type 2 diabetes mellitus and obesity class I or overweight. The main objective is to analyse the effect on glycemic control after 2 years of follow-up."
NCT03333304,221602,2018-10-25T00:00:00Z,Clinical Trial Description,221602,AACT,"
 Early administration of antimicrobials remains the mainstay of treatment of severe infections. Current guidelines of management of severe sepsis suggest that initial therapy of a patient should be reviewed after 48 to 72 hours. At that stage some patients are doing well, whereas others fail to respond. When microbiology cultures of biological specimens fail to provide information for the microbial cause of an infection and susceptibilities to antimicrobials, antimicrobial stewardship relies on the use of biomarkers and mainly procalcitonin (PCT). Data so far, suggest that early changes of serum PCT can inform about the prognosis of the septic patient, with greater values reflecting a worse outcome and higher mortality and that serial measurements within 48-72 hours provide adequate information of the appropriateness of the administered antimicrobials. Moreover the use of a procalcitonin guided-treatment in surgical as well as in non-surgical critically-ill patients, is seen to be non-inferior to the standard antibiotic approach and leads to a shorter antibiotic exposure, having possible beneficial effect on reducing microbial resistance and therapy costs.
 In the largest study conducted so far, de Jong et al showed that PCT-guided stop of treatment was not only safe compared with standard of care antibiotic duration, but also led to a better outcome i.e. significant decrease of both 28-day and 1-year mortality. The results of this study are a major contribution in the field of critical care since they prove for the first time that PCT guidance of antimicrobial treatment allows not only proper antimicrobial stewardship but it is also associated with survival benefit. However, de Jong et al did not provide findings to explain the underlying mechanism of survival benefit. As a rule critically ill patients run two major risks coming from the long-term administration of antimicrobials; the first is infections by Clostridium difficile coming from the ecological damage of gut flora and the second is the risk of infections by multidrug-resistant (MDR) bacteria colonizing the gut. MDR is emerging after the ecological pressure of broad-spectrum antimicrobial usually administered to the critically ill patient."
NCT03338153,221358,2018-10-25T00:00:00Z,Clinical Trial Description,221358,AACT,"
 Despite recent advances in coronary revascularization, cardiovascular disease accounts for about 75% of all hospital admissions in diabetic patients.although the introduction of drug-eluting stents has reduced the rates of restenosis after PCI, diabetic patients undergoing PCI will have poorer clinical outcomes.In this study, we sought to investigate whether a pre and post procedural glycemic control in diabetic patients,as reflected by
 HgbA1C prior,1 and 6 months after elective PCI,was related to major advance cardiac events (MACE) during 3 year follow up."
NCT03331367,221695,2018-10-25T00:00:00Z,Clinical Trial Description,221695,AACT,"
 The immune system plays an important role in cancer, and there is evidence that different types of cancer treatment can elicit different responses from the body's immune system. This study is designed to look at immune markers in the blood and urine of patients undergoing four different types of prostate cancer treatment and compare the differences.
 Patients who have elected Total Cryotherapy (freezing of the entire prostate), focal cryotherapy (freezing only the side of the prostate affected by cancer), Cyberknife stereotactic body radiation therapy (SBRT) and Radical Prostatectomy (removal of the entire prostate) for the treatment of their prostate cancer will be eligible to participate in this study. The study is expected to enroll 40 patients, 10 patients per treatment group. The study includes a screening visit during which the subject will provide informed consent, and provide a blood sample and a urine sample. At 2-3 weeks following their scheduled treatment, they will again provide another blood and urine sample. At their regularly scheduled follow up at 3 months, they will again provide another blood and urine sample. These samples are collected for research purposes only, and the costs will be covered by the study grant account, without any additional cost to the patient.
 The investigators have determined that this study presents no more than minimal risk to patients due to the minimal risks involved with a blood draw and urine specimen collection."
